store,date,weekly_sales,holiday_flag,temperature,fuel_price,cpi,unemployment,year,month,day,weekday,is_weekend,is_holiday,holiday_name,store_name,week,quarter,lag_1,lag_2,lag_4,lag_13,lag_26,lag_52,sales_roll_4,sales_roll_13,sales_roll_26,sales_roll_52,sales_diff_1,sales_diff_4,cumulative_sales,avg_sales_per_store,promo_last_week,promo_next_week,store_encoded
1,2011-09-12,1799682.38,0,43.93,3.158,218.9618456,7.866,2011,9,12,0,0,0,No Holiday,Mesa West,37,3,1540471.24,1534849.64,1630989.95,1550229.22,1605491.78,0.0,1580142.545,1594507.0492307693,1570384.1761538463,0.0,259211.1399999999,168692.42999999993,56624265.76,1601845.140877193,0.0,0.0,0
1,2011-10-06,1588948.32,0,83.13,3.648,215.0435229,7.682,2011,10,6,3,0,0,No Holiday,Mesa West,40,4,1799682.38,1540471.24,1614259.35,1584083.95,1603955.12,0.0,1622315.6525,1613695.7538461536,1577853.0453846154,0.0,-210734.05999999982,-25311.030000000028,58213214.08,1601845.140877193,0.0,0.0,0
1,2011-11-02,1649614.93,1,36.39,3.022,212.9367046,7.742,2011,11,2,2,0,0,No Holiday,Mesa West,44,4,1588948.32,1799682.38,1534849.64,1635078.41,1508239.93,0.0,1615987.895,1614069.936153846,1577275.8607692306,0.0,60666.60999999987,114765.29000000004,59862829.01,1601845.140877193,0.0,0.0,0
1,2011-11-03,1553191.63,0,53.56,3.459,214.1110564,7.742,2011,11,3,3,0,0,No Holiday,Mesa West,44,4,1649614.93,1588948.32,1540471.24,1606629.58,1545418.53,0.0,1644679.2175,1615188.13,1582713.3607692306,0.0,-96423.30000000005,12720.389999999898,61416020.64,1601845.140877193,0.0,1.0,0
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,2011,11,11,4,0,1,Veterans Day,Mesa West,45,4,1553191.63,1649614.93,1799682.38,1636263.41,1546074.18,0.0,1647859.315,1611077.5184615387,1583012.3261538462,0.0,41747.26000000001,-204743.49,63010959.53,1601845.140877193,0.0,0.0,0
1,2011-12-08,1525147.09,0,90.76,3.638,215.6057878,7.962,2011,12,8,3,0,0,No Holiday,Mesa West,49,4,1594938.89,1553191.63,1588948.32,1697229.58,1507460.69,0.0,1596673.4425,1607898.7092307694,1584891.738076923,0.0,-69791.79999999981,-63801.22999999998,64536106.62,1601845.140877193,1.0,0.0,0
1,2012-01-06,1624477.58,0,77.95,3.501,221.7472139,7.143,2012,1,6,4,0,0,No Holiday,Mesa West,1,1,1525147.09,1594938.89,1649614.93,1624383.75,1682614.26,0.0,1580723.1349999998,1594661.5946153847,1585571.984230769,0.0,99330.48999999999,-25137.34999999986,66160584.2,1601845.140877193,0.0,0.0,0
1,2012-02-03,1688420.76,0,60.96,3.63,220.8480454,7.348,2012,2,3,4,0,0,No Holiday,Mesa West,5,1,1624477.58,1525147.09,1553191.63,1629391.28,1542561.09,0.0,1574438.7974999999,1594668.8123076921,1583335.9580769232,0.0,63943.179999999935,135229.13000000012,67849004.96,1601845.140877193,0.0,0.0,0
1,2012-03-02,1636339.65,0,56.55,3.36,220.1720153,7.348,2012,3,2,4,0,0,No Holiday,Mesa West,9,1,1688420.76,1624477.58,1594938.89,1444732.28,1641957.44,0.0,1608246.08,1599209.5415384618,1588945.9453846153,0.0,-52081.1100000001,41400.76000000001,69485344.61,1601845.140877193,0.0,0.0,0
1,2012-03-08,1631135.79,0,86.11,3.417,221.9498642,6.908,2012,3,8,3,0,0,No Holiday,Mesa West,10,1,1636339.65,1688420.76,1525147.09,1630989.95,1439541.59,0.0,1618596.27,1613948.57,1588729.8765384615,0.0,-5203.85999999987,105988.69999999995,71116480.4,1601845.140877193,0.0,0.0,0
1,2012-04-05,1684519.99,0,75.55,3.749,221.6718,7.143,2012,4,5,3,0,0,No Holiday,Mesa West,14,2,1631135.79,1636339.65,1624477.58,1614259.35,1494479.49,0.0,1645093.445,1613959.7884615385,1596098.8842307692,0.0,53384.19999999995,60042.409999999916,72801000.39,1601845.140877193,0.0,0.0,0
1,2012-05-10,1670785.97,0,68.55,3.617,223.1814772,6.573,2012,5,10,3,0,0,No Holiday,Mesa West,19,2,1684519.99,1631135.79,1688420.76,1534849.64,1495064.75,0.0,1660104.0474999999,1619364.453076923,1603408.1342307692,0.0,-13734.020000000019,-17634.790000000037,74471786.36,1601845.140877193,0.0,0.0,0
1,2012-06-01,1550369.92,0,49.01,3.157,219.7142581,7.348,2012,6,1,4,0,0,No Holiday,Mesa West,22,2,1670785.97,1684519.99,1636339.65,1540471.24,1488538.09,0.0,1655695.3499999999,1629821.0938461537,1610166.6426923077,0.0,-120416.05000000005,-85969.72999999998,76022156.28,1601845.140877193,0.0,0.0,0
1,2012-06-04,1899676.88,0,70.43,3.891,221.4356112,7.143,2012,6,4,0,0,0,No Holiday,Mesa West,23,2,1550369.92,1670785.97,1631135.79,1799682.38,1550229.22,0.0,1634202.9175,1630582.530769231,1612544.79,0.0,349306.95999999996,268541.08999999985,77921833.16,1601845.140877193,0.0,0.0,0
1,2012-06-07,1769854.16,0,81.57,3.227,221.8837789,6.908,2012,6,7,3,0,0,No Holiday,Mesa West,23,2,1899676.88,1550369.92,1684519.99,1588948.32,1584083.95,0.0,1701338.19,1638274.4153846155,1625985.0846153845,0.0,-129822.71999999997,85334.16999999993,79691687.32,1601845.140877193,0.0,0.0,0
1,2012-07-09,1661767.33,1,83.96,3.73,222.4390153,6.908,2012,7,9,0,0,0,No Holiday,Mesa West,28,3,1769854.16,1899676.88,1670785.97,1649614.93,1635078.41,0.0,1722671.7325,1652190.2492307695,1633130.092692308,0.0,-108086.82999999984,-9018.639999999898,81353454.65,1601845.140877193,0.0,0.0,0
1,2012-08-06,1697230.96,0,78.3,3.452,221.7494839,7.143,2012,8,6,0,0,0,No Holiday,Mesa West,32,3,1661767.33,1769854.16,1550369.92,1553191.63,1606629.58,0.0,1720417.0725,1653125.0492307693,1634156.5896153846,0.0,35463.62999999989,146861.04000000004,83050685.61,1601845.140877193,0.0,1.0,0
1,2012-09-03,1675431.16,0,58.76,3.669,221.0591887,7.348,2012,9,3,0,0,1,Labor Day,Mesa West,36,3,1697230.96,1661767.33,1899676.88,1594938.89,1636263.41,1453329.5,1757132.3325,1664204.9976923077,1637641.2580769232,1597128.569423077,-21799.800000000047,-224245.71999999997,84726116.77,1601845.140877193,0.0,0.0,0
1,2012-10-02,1802477.43,1,48.02,3.409,220.2651783,7.348,2012,10,2,1,0,0,No Holiday,Mesa West,40,4,1675431.16,1697230.96,1769854.16,1525147.09,1697229.58,1594968.28,1701070.9025,1670396.7107692307,1639147.7099999997,1601399.7551923075,127046.27000000002,32623.27000000002,86528594.2,1601845.140877193,1.0,1.0,0
1,2012-10-08,1592409.97,0,85.05,3.494,221.9584329,6.908,2012,10,8,0,0,1,Columbus Day,Mesa West,41,4,1802477.43,1675431.16,1661767.33,1624477.58,1624383.75,1492418.14,1709226.72,1691729.8138461537,1643195.7042307693,1605390.3157692307,-210067.45999999996,-69357.3600000001,88121004.17,1601845.140877193,0.0,0.0,0
1,2012-11-05,1611096.05,0,73.77,3.688,221.7256632,7.143,2012,11,5,0,0,0,No Holiday,Mesa West,45,4,1592409.97,1802477.43,1697230.96,1688420.76,1629391.28,1540163.53,1691887.38,1689263.0746153845,1641965.9434615385,1607313.235576923,18686.080000000075,-86134.90999999992,89732100.22,1601845.140877193,1.0,0.0,0
1,2012-12-10,1573072.81,0,62.99,3.601,223.3812965,6.573,2012,12,10,0,0,0,No Holiday,Mesa West,50,4,1611096.05,1592409.97,1675431.16,1636339.65,1444732.28,1548033.78,1670353.6524999999,1683315.0199999998,1641262.2807692306,1608677.3225,-38023.23999999999,-102358.34999999986,91305173.03,1601845.140877193,0.0,0.0,0
2,2010-01-10,1827440.43,0,69.24,2.603,211.3298742,8.163,2010,1,10,6,1,0,No Holiday,New York Industrial,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1827440.43,1951954.5314035087,0.0,0.0,1
2,2010-02-04,2066187.72,0,63.27,2.719,210.4798874,8.2,2010,2,4,3,0,0,No Holiday,New York Industrial,5,1,1827440.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238747.29000000004,0.0,3893628.15,1951954.5314035087,0.0,0.0,1
2,2010-02-07,2003940.64,0,82.74,2.669,210.8803726,8.099,2010,2,7,6,1,0,No Holiday,New York Industrial,5,1,2066187.72,1827440.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62247.080000000075,0.0,5897568.79,1951954.5314035087,0.0,0.0,1
2,2010-03-09,1904608.09,0,81.83,2.577,211.1886931,8.099,2010,3,9,1,0,0,No Holiday,New York Industrial,10,1,2003940.64,2066187.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99332.54999999981,0.0,7802176.88,1951954.5314035087,0.0,0.0,1
2,2010-03-12,2015781.27,0,49.33,2.708,211.265543,8.163,2010,3,12,4,0,0,No Holiday,New York Industrial,10,1,1904608.09,2003940.64,1827440.43,0.0,0.0,0.0,1950544.22,0.0,0.0,0.0,111173.17999999993,188340.84000000008,9817958.15,1951954.5314035087,0.0,0.0,1
2,2010-04-06,2102539.93,0,81.81,2.705,210.833616,8.2,2010,4,6,1,0,0,No Holiday,New York Industrial,14,2,2015781.27,1904608.09,2066187.72,0.0,0.0,0.0,1997629.4300000002,0.0,0.0,0.0,86758.66000000015,36352.210000000196,11920498.08,1951954.5314035087,0.0,0.0,1
2,2010-05-02,2136989.46,0,40.19,2.572,210.7526053,8.324,2010,5,2,6,1,0,No Holiday,New York Industrial,17,2,2102539.93,2015781.27,2003940.64,0.0,0.0,0.0,2006717.4825,0.0,0.0,0.0,34449.529999999795,133048.82000000007,14057487.54,1951954.5314035087,0.0,0.0,1
2,2010-05-03,1991013.13,0,47.17,2.625,211.0067542,8.324,2010,5,3,0,0,0,No Holiday,New York Industrial,18,2,2136989.46,2102539.93,1904608.09,0.0,0.0,0.0,2039979.6875,0.0,0.0,0.0,-145976.33000000007,86405.0399999998,16048500.67,1951954.5314035087,0.0,0.0,1
2,2010-05-11,1939061.41,0,57.85,2.689,211.6135053,8.163,2010,5,11,1,0,0,No Holiday,New York Industrial,19,2,1991013.13,2136989.46,2015781.27,0.0,0.0,0.0,2061580.9475,0.0,0.0,0.0,-51951.71999999997,-76719.8600000001,17987562.08,1951954.5314035087,0.0,0.0,1
2,2010-06-08,1991909.98,0,89.53,2.627,211.1608049,8.099,2010,6,8,1,0,0,No Holiday,New York Industrial,23,2,1939061.41,1991013.13,2102539.93,0.0,0.0,0.0,2042400.9825,0.0,0.0,0.0,52848.570000000065,-110629.95000000019,19979472.06,1951954.5314035087,0.0,1.0,1
2,2010-07-05,2042581.71,0,71.28,2.835,210.0011018,8.2,2010,7,5,0,0,1,Independence Day (observed),New York Industrial,27,3,1991909.98,1939061.41,2136989.46,0.0,0.0,0.0,2014743.4949999999,0.0,0.0,0.0,50671.72999999998,-94407.75,22022053.77,1951954.5314035087,0.0,0.0,1
2,2010-08-10,1849921.44,0,63.19,2.633,211.4044906,8.163,2010,8,10,1,0,0,No Holiday,New York Industrial,32,3,2042581.71,1991909.98,1991013.13,0.0,0.0,0.0,1991141.5574999999,0.0,0.0,0.0,-192660.27000000002,-141091.68999999994,23871975.21,1951954.5314035087,1.0,0.0,1
2,2010-09-04,1954689.21,0,65.41,2.77,210.2831653,8.2,2010,9,4,5,1,0,No Holiday,New York Industrial,35,3,1849921.44,2042581.71,1939061.41,0.0,0.0,0.0,1955868.635,0.0,0.0,0.0,104767.77000000002,15627.800000000047,25826664.419999998,1951954.5314035087,0.0,0.0,1
2,2010-09-07,1880902.62,0,82.59,2.642,210.7657317,8.099,2010,9,7,1,0,0,No Holiday,New York Industrial,36,3,1954689.21,1849921.44,1991909.98,1827440.43,0.0,0.0,1959775.585,1986666.493846154,0.0,0.0,-73786.58999999985,-111007.35999999987,27707567.04,1951954.5314035087,0.0,0.0,1
2,2010-10-09,1839128.83,1,79.09,2.565,211.1532104,8.099,2010,10,9,5,1,0,No Holiday,New York Industrial,40,4,1880902.62,1954689.21,2042581.71,2066187.72,0.0,0.0,1932023.745,1990778.97,0.0,0.0,-41773.79000000004,-203452.8799999999,29546695.87,1951954.5314035087,0.0,0.0,1
2,2010-10-12,2378726.55,0,45.5,2.843,211.1247993,8.163,2010,10,12,1,0,0,No Holiday,New York Industrial,41,4,1839128.83,1880902.62,1849921.44,2003940.64,0.0,0.0,1881160.5250000001,1973312.9015384617,0.0,0.0,539597.7199999997,528805.1099999999,31925422.42,1951954.5314035087,0.0,0.0,1
2,2010-11-06,2025538.76,0,83.4,2.668,211.1120018,8.2,2010,11,6,5,1,0,No Holiday,New York Industrial,44,4,2378726.55,1839128.83,1954689.21,1904608.09,0.0,0.0,2013361.8025,2002142.5869230772,0.0,0.0,-353187.7899999998,70849.55000000005,33950961.18,1951954.5314035087,0.0,0.0,1
2,2010-12-02,2137809.5,1,38.49,2.548,210.8979935,8.324,2010,12,2,3,0,0,No Holiday,New York Industrial,48,4,2025538.76,2378726.55,1880902.62,2015781.27,0.0,0.0,2031074.19,2011444.946153846,0.0,0.0,112270.73999999999,256906.8799999999,36088770.68,1951954.5314035087,0.0,0.0,1
2,2010-12-03,1990483.78,0,57.56,2.667,211.037551,8.324,2010,12,3,4,0,0,No Holiday,New York Industrial,48,4,2137809.5,2025538.76,1839128.83,2102539.93,0.0,0.0,2095300.91,2020831.733076923,0.0,0.0,-147325.71999999997,151354.94999999995,38079254.46,1951954.5314035087,0.0,0.0,1
2,2010-12-11,1916812.74,0,59.69,2.728,211.6608975,8.163,2010,12,11,5,1,0,No Holiday,New York Industrial,49,4,1990483.78,2137809.5,2378726.55,2136989.46,0.0,0.0,2133139.6475,2012212.0292307693,0.0,0.0,-73671.04000000004,-461913.8099999998,39996067.2,1951954.5314035087,0.0,0.0,1
2,2011-01-04,1800171.36,0,55.43,3.524,214.4886908,7.931,2011,1,4,1,0,0,No Holiday,New York Industrial,1,1,1916812.74,1990483.78,2025538.76,1991013.13,0.0,0.0,2017661.1949999998,1995275.3584615386,0.0,0.0,-116641.37999999989,-225367.3999999999,41796238.56,1951954.5314035087,0.0,0.0,1
2,2011-01-07,1866243.0,0,85.69,3.524,214.8368678,7.852,2011,1,7,4,0,0,No Holiday,New York Industrial,1,1,1800171.36,1916812.74,2137809.5,1939061.41,0.0,0.0,1961319.345,1980595.222307692,0.0,0.0,66071.6399999999,-271566.5,43662481.56,1951954.5314035087,0.0,0.0,1
2,2011-02-09,1809119.7,0,89.64,3.533,215.4508632,7.852,2011,2,9,2,0,0,No Holiday,New York Industrial,6,1,1866243.0,1800171.36,1990483.78,1991909.98,0.0,0.0,1893427.72,1974993.806153846,0.0,0.0,-57123.30000000005,-181364.08000000007,45471601.26,1951954.5314035087,0.0,0.0,1
2,2011-02-12,1954952.0,0,48.74,3.172,218.3590319,7.441,2011,2,12,5,1,0,No Holiday,New York Industrial,6,1,1809119.7,1866243.0,1916812.74,2042581.71,0.0,0.0,1848086.7,1960933.0153846156,0.0,0.0,145832.30000000005,38139.26000000001,47426553.26,1951954.5314035087,0.0,0.0,1
2,2011-03-06,1933756.21,0,83.07,3.699,214.9254865,7.931,2011,3,6,6,1,0,No Holiday,New York Industrial,9,1,1954952.0,1809119.7,1800171.36,1849921.44,0.0,0.0,1857621.5150000001,1954192.2684615387,0.0,0.0,-21195.790000000037,133584.84999999986,49360309.47,1951954.5314035087,0.0,0.0,1
2,2011-04-02,1929346.23,0,38.25,2.989,212.2240646,8.028,2011,4,2,5,1,0,No Holiday,New York Industrial,13,2,1933756.21,1954952.0,1866243.0,1954689.21,0.0,0.0,1891017.7275,1960641.0969230768,0.0,0.0,-4409.979999999981,63103.22999999998,51289655.7,1951954.5314035087,0.0,0.0,1
2,2011-04-03,1981607.78,0,57.77,3.288,213.4775305,8.028,2011,4,3,6,1,0,No Holiday,New York Industrial,13,2,1929346.23,1933756.21,1809119.7,1880902.62,1827440.43,0.0,1906793.5350000001,1958691.6369230768,1972679.0653846154,0.0,52261.55000000005,172488.08000000007,53271263.48,1951954.5314035087,0.0,0.0,1
